,name,lat,lon,date
5026,epic_1b_20221222124446,-26.0,-23.0,2022-12-22
5027,epic_1b_20221222195656,-26.0,-131.0,2022-12-22
5028,epic_1b_20221222214458,-26.0,-158.0,2022-12-22
5024,epic_1b_20221222090841,-26.0,31.0,2022-12-22
5009,epic_1b_20221223055052,-26.0,81.0,2022-12-23
5008,epic_1b_20221223040317,-26.0,108.0,2022-12-23
5010,epic_1b_20221223073921,-26.0,54.0,2022-12-23
5006,epic_1b_20221223002713,-26.0,162.0,2022-12-23
5007,epic_1b_20221223021515,-26.0,135.0,2022-12-23
5011,epic_1b_20221223092723,-26.0,27.0,2022-12-23
5016,epic_1b_20221223182736,-26.0,-108.0,2022-12-23
5013,epic_1b_20221223130328,-26.0,-27.0,2022-12-23
5014,epic_1b_20221223145130,-26.0,-54.0,2022-12-23
5015,epic_1b_20221223163933,-26.0,-81.0,2022-12-23
5018,epic_1b_20221223220340,-27.0,-162.0,2022-12-23
5017,epic_1b_20221223201539,-26.0,-135.0,2022-12-23
5012,epic_1b_20221223111526,-26.0,-0.0,2022-12-23
4993,epic_1b_20221224004555,-27.0,157.0,2022-12-24
4994,epic_1b_20221224023357,-27.0,130.0,2022-12-24
4995,epic_1b_20221224042159,-27.0,103.0,2022-12-24
4996,epic_1b_20221224061002,-27.0,76.0,2022-12-24
4997,epic_1b_20221224075804,-27.0,49.0,2022-12-24
4998,epic_1b_20221224094606,-27.0,22.0,2022-12-24
5000,epic_1b_20221224132211,-27.0,-32.0,2022-12-24
5001,epic_1b_20221224151013,-27.0,-59.0,2022-12-24
5002,epic_1b_20221224165816,-27.0,-86.0,2022-12-24
5003,epic_1b_20221224184618,-27.0,-113.0,2022-12-24
5004,epic_1b_20221224203420,-27.0,-140.0,2022-12-24
5005,epic_1b_20221224222223,-27.0,-167.0,2022-12-24
4999,epic_1b_20221224113408,-27.0,-5.0,2022-12-24
4984,epic_1b_20221225081646,-27.0,44.0,2022-12-25
4980,epic_1b_20221225010437,-27.0,153.0,2022-12-25
4981,epic_1b_20221225025239,-27.0,125.0,2022-12-25
4982,epic_1b_20221225044041,-27.0,98.0,2022-12-25
4983,epic_1b_20221225062843,-27.0,71.0,2022-12-25
4985,epic_1b_20221225100448,-27.0,17.0,2022-12-25
4992,epic_1b_20221225224104,-27.0,-172.0,2022-12-25
4987,epic_1b_20221225134053,-27.0,-37.0,2022-12-25
4988,epic_1b_20221225152856,-27.0,-64.0,2022-12-25
4989,epic_1b_20221225171658,-27.0,-90.0,2022-12-25
4990,epic_1b_20221225190500,-27.0,-118.0,2022-12-25
4991,epic_1b_20221225205302,-27.0,-144.0,2022-12-25
4986,epic_1b_20221225115250,-27.0,-10.0,2022-12-25
4971,epic_1b_20221226080724,-27.0,47.0,2022-12-26
4967,epic_1b_20221226005515,-27.0,155.0,2022-12-26
4968,epic_1b_20221226024317,-27.0,128.0,2022-12-26
4969,epic_1b_20221226043119,-27.0,101.0,2022-12-26
4970,epic_1b_20221226061922,-27.0,74.0,2022-12-26
4972,epic_1b_20221226095526,-27.0,20.0,2022-12-26
4979,epic_1b_20221226223143,-27.0,-169.0,2022-12-26
4974,epic_1b_20221226133131,-27.0,-34.0,2022-12-26
4978,epic_1b_20221226204341,-27.0,-142.0,2022-12-26
4977,epic_1b_20221226185539,-27.0,-115.0,2022-12-26
4973,epic_1b_20221226114329,-27.0,-7.0,2022-12-26
4975,epic_1b_20221226151934,-27.0,-61.0,2022-12-26
4976,epic_1b_20221226170736,-27.0,-88.0,2022-12-26
4956,epic_1b_20221227041238,-27.0,106.0,2022-12-27
4957,epic_1b_20221227060039,-27.0,79.0,2022-12-27
4959,epic_1b_20221227093644,-27.0,25.0,2022-12-27
4960,epic_1b_20221227112446,-27.0,-2.0,2022-12-27
4958,epic_1b_20221227074842,-27.0,52.0,2022-12-27
4962,epic_1b_20221227150051,-27.0,-56.0,2022-12-27
4963,epic_1b_20221227164853,-27.0,-83.0,2022-12-27
4964,epic_1b_20221227183655,-28.0,-110.0,2022-12-27
4965,epic_1b_20221227202458,-28.0,-137.0,2022-12-27
4966,epic_1b_20221227221300,-28.0,-164.0,2022-12-27
4961,epic_1b_20221227131249,-27.0,-29.0,2022-12-27
4947,epic_1b_20221228073001,-28.0,57.0,2022-12-28
4943,epic_1b_20221228001751,-28.0,165.0,2022-12-28
4944,epic_1b_20221228020554,-28.0,138.0,2022-12-28
4945,epic_1b_20221228035356,-28.0,111.0,2022-12-28
4946,epic_1b_20221228054158,-28.0,84.0,2022-12-28
4948,epic_1b_20221228091803,-28.0,30.0,2022-12-28
4952,epic_1b_20221228163014,-28.0,-78.0,2022-12-28
4950,epic_1b_20221228125409,-28.0,-24.0,2022-12-28
4951,epic_1b_20221228144211,-28.0,-51.0,2022-12-28
4953,epic_1b_20221228181816,-28.0,-105.0,2022-12-28
4955,epic_1b_20221228215421,-28.0,-159.0,2022-12-28
4949,epic_1b_20221228110606,-28.0,3.0,2022-12-28
4954,epic_1b_20221228200619,-28.0,-132.0,2022-12-28
4935,epic_1b_20221229072041,-28.0,59.0,2022-12-29
4931,epic_1b_20221229000830,-28.0,167.0,2022-12-29
4933,epic_1b_20221229034436,-28.0,113.0,2022-12-29
4934,epic_1b_20221229053238,-28.0,86.0,2022-12-29
4920,epic_1b_20221230021515,-28.0,136.0,2022-12-30
4921,epic_1b_20221230040317,-28.0,109.0,2022-12-30
4922,epic_1b_20221230055119,-28.0,82.0,2022-12-30
4923,epic_1b_20221230073922,-28.0,55.0,2022-12-30
4924,epic_1b_20221230092725,-28.0,28.0,2022-12-30
4926,epic_1b_20221230130329,-28.0,-26.0,2022-12-30
4927,epic_1b_20221230145132,-28.0,-53.0,2022-12-30
4928,epic_1b_20221230163935,-28.0,-80.0,2022-12-30
4930,epic_1b_20221230220343,-28.0,-161.0,2022-12-30
4925,epic_1b_20221230111527,-28.0,1.0,2022-12-30
4911,epic_1b_20221231075804,-28.0,50.0,2022-12-31
4907,epic_1b_20221231004555,-28.0,158.0,2022-12-31
4908,epic_1b_20221231023357,-28.0,131.0,2022-12-31
4909,epic_1b_20221231042159,-28.0,104.0,2022-12-31
4910,epic_1b_20221231061002,-28.0,77.0,2022-12-31
4912,epic_1b_20221231094607,-28.0,23.0,2022-12-31
4918,epic_1b_20221231203423,-28.0,-139.0,2022-12-31
4914,epic_1b_20221231132212,-28.0,-31.0,2022-12-31
4915,epic_1b_20221231151015,-28.0,-58.0,2022-12-31
4916,epic_1b_20221231165817,-28.0,-85.0,2022-12-31
4917,epic_1b_20221231184620,-28.0,-112.0,2022-12-31
4919,epic_1b_20221231222225,-28.0,-166.0,2022-12-31
4913,epic_1b_20221231113409,-28.0,-4.0,2022-12-31
4898,epic_1b_20230101081646,-28.0,46.0,2023-01-01
4894,epic_1b_20230101010437,-28.0,154.0,2023-01-01
4895,epic_1b_20230101025239,-28.0,127.0,2023-01-01
4896,epic_1b_20230101044042,-28.0,100.0,2023-01-01
4897,epic_1b_20230101062844,-28.0,73.0,2023-01-01
4899,epic_1b_20230101100448,-28.0,19.0,2023-01-01
4901,epic_1b_20230101134054,-28.0,-35.0,2023-01-01
4900,epic_1b_20230101115251,-28.0,-8.0,2023-01-01
4902,epic_1b_20230101152856,-28.0,-62.0,2023-01-01
4903,epic_1b_20230101171659,-29.0,-89.0,2023-01-01
4904,epic_1b_20230101190502,-28.0,-116.0,2023-01-01
4905,epic_1b_20230101205304,-29.0,-143.0,2023-01-01
4906,epic_1b_20230101224106,-28.0,-170.0,2023-01-01
4876,epic_1b_20230103131249,-29.0,-28.0,2023-01-03
4877,epic_1b_20230103150052,-29.0,-55.0,2023-01-03
4878,epic_1b_20230103164855,-29.0,-82.0,2023-01-03
4879,epic_1b_20230103183657,-29.0,-109.0,2023-01-03
4881,epic_1b_20230103221302,-29.0,-163.0,2023-01-03
4875,epic_1b_20230103112447,-29.0,-1.0,2023-01-03
4880,epic_1b_20230103202500,-29.0,-136.0,2023-01-03
4859,epic_1b_20230104054158,-29.0,85.0,2023-01-04
4858,epic_1b_20230104035356,-29.0,112.0,2023-01-04
4857,epic_1b_20230104020554,-29.0,139.0,2023-01-04
4860,epic_1b_20230104073000,-29.0,58.0,2023-01-04
4856,epic_1b_20230104001751,-29.0,166.0,2023-01-04
4861,epic_1b_20230104091803,-29.0,31.0,2023-01-04
4864,epic_1b_20230104144211,-29.0,-50.0,2023-01-04
4863,epic_1b_20230104125408,-29.0,-23.0,2023-01-04
4868,epic_1b_20230104215420,-29.0,-158.0,2023-01-04
4865,epic_1b_20230104163013,-29.0,-77.0,2023-01-04
4866,epic_1b_20230104181815,-29.0,-104.0,2023-01-04
4867,epic_1b_20230104200617,-29.0,-131.0,2023-01-04
4862,epic_1b_20230104110605,-29.0,4.0,2023-01-04
4849,epic_1b_20230105000830,-29.0,169.0,2023-01-05
4850,epic_1b_20230105015633,-29.0,142.0,2023-01-05
4852,epic_1b_20230105053238,-29.0,88.0,2023-01-05
4840,epic_1b_20230107075805,-29.0,52.0,2023-01-07
4836,epic_1b_20230107004554,-29.0,160.0,2023-01-07
4837,epic_1b_20230107023357,-29.0,133.0,2023-01-07
4838,epic_1b_20230107042200,-29.0,106.0,2023-01-07
4839,epic_1b_20230107061002,-29.0,79.0,2023-01-07
4841,epic_1b_20230107094608,-29.0,25.0,2023-01-07
4845,epic_1b_20230107165818,-29.0,-83.0,2023-01-07
4843,epic_1b_20230107132213,-29.0,-29.0,2023-01-07
4844,epic_1b_20230107151015,-29.0,-56.0,2023-01-07
4846,epic_1b_20230107184621,-29.0,-110.0,2023-01-07
4847,epic_1b_20230107203423,-29.0,-137.0,2023-01-07
4848,epic_1b_20230107222226,-29.0,-164.0,2023-01-07
4842,epic_1b_20230107113410,-29.0,-2.0,2023-01-07
4827,epic_1b_20230108081647,-29.0,48.0,2023-01-08
4824,epic_1b_20230108025239,-29.0,129.0,2023-01-08
4825,epic_1b_20230108044042,-29.0,102.0,2023-01-08
4826,epic_1b_20230108062845,-29.0,75.0,2023-01-08
4828,epic_1b_20230108100449,-29.0,21.0,2023-01-08
4823,epic_1b_20230108010436,-29.0,156.0,2023-01-08
4830,epic_1b_20230108134055,-29.0,-33.0,2023-01-08
4831,epic_1b_20230108152859,-29.0,-60.0,2023-01-08
4832,epic_1b_20230108171701,-29.0,-87.0,2023-01-08
4833,epic_1b_20230108190503,-29.0,-114.0,2023-01-08
4834,epic_1b_20230108205306,-29.0,-141.0,2023-01-08
4835,epic_1b_20230108224108,-29.0,-168.0,2023-01-08
4829,epic_1b_20230108115252,-29.0,-6.0,2023-01-08
4810,epic_1b_20230109005515,-29.0,158.0,2023-01-09
4814,epic_1b_20230109080725,-29.0,50.0,2023-01-09
4811,epic_1b_20230109024317,-29.0,131.0,2023-01-09
4812,epic_1b_20230109043120,-29.0,104.0,2023-01-09
4813,epic_1b_20230109061923,-29.0,77.0,2023-01-09
4815,epic_1b_20230109095528,-29.0,23.0,2023-01-09
4817,epic_1b_20230109133133,-29.0,-31.0,2023-01-09
4819,epic_1b_20230109170738,-29.0,-85.0,2023-01-09
4804,epic_1b_20230110131252,-29.0,-25.0,2023-01-10
4805,epic_1b_20230110150055,-29.0,-52.0,2023-01-10
4806,epic_1b_20230110164857,-29.0,-79.0,2023-01-10
4807,epic_1b_20230110183700,-29.0,-106.0,2023-01-10
4808,epic_1b_20230110202503,-29.0,-133.0,2023-01-10
4809,epic_1b_20230110221305,-29.0,-160.0,2023-01-10
4788,epic_1b_20230111073001,-29.0,61.0,2023-01-11
4784,epic_1b_20230111001752,-29.0,168.0,2023-01-11
4785,epic_1b_20230111020554,-29.0,141.0,2023-01-11
4786,epic_1b_20230111035356,-29.0,115.0,2023-01-11
4787,epic_1b_20230111054159,-29.0,87.0,2023-01-11
4789,epic_1b_20230111091803,-29.0,34.0,2023-01-11
4796,epic_1b_20230111215420,-29.0,-155.0,2023-01-11
4791,epic_1b_20230111125408,-29.0,-20.0,2023-01-11
4792,epic_1b_20230111144211,-29.0,-47.0,2023-01-11
4793,epic_1b_20230111163013,-29.0,-74.0,2023-01-11
4794,epic_1b_20230111181815,-29.0,-101.0,2023-01-11
4795,epic_1b_20230111200618,-29.0,-128.0,2023-01-11
4790,epic_1b_20230111110606,-29.0,7.0,2023-01-11
4772,epic_1b_20230112000830,-29.0,171.0,2023-01-12
4773,epic_1b_20230112015633,-29.0,144.0,2023-01-12
4775,epic_1b_20230112053238,-29.0,90.0,2023-01-12
4774,epic_1b_20230112034436,-29.0,117.0,2023-01-12
4776,epic_1b_20230112072040,-29.0,63.0,2023-01-12
4781,epic_1b_20230112162052,-29.0,-72.0,2023-01-12
4778,epic_1b_20230112105644,-29.0,9.0,2023-01-12
4779,epic_1b_20230112124447,-29.0,-18.0,2023-01-12
4780,epic_1b_20230112143249,-29.0,-45.0,2023-01-12
4782,epic_1b_20230112180854,-29.0,-99.0,2023-01-12
4783,epic_1b_20230112195657,-29.0,-126.0,2023-01-12
4777,epic_1b_20230112090842,-29.0,36.0,2023-01-12
4763,epic_1b_20230113002713,-29.0,167.0,2023-01-13
4754,epic_1b_20230114075803,-29.0,55.0,2023-01-14
4750,epic_1b_20230114004554,-29.0,163.0,2023-01-14
4751,epic_1b_20230114023356,-29.0,136.0,2023-01-14
4752,epic_1b_20230114042159,-29.0,109.0,2023-01-14
4753,epic_1b_20230114061001,-29.0,82.0,2023-01-14
4755,epic_1b_20230114094605,-29.0,28.0,2023-01-14
4762,epic_1b_20230114222223,-29.0,-161.0,2023-01-14
4757,epic_1b_20230114132212,-29.0,-26.0,2023-01-14
4758,epic_1b_20230114151014,-29.0,-53.0,2023-01-14
4759,epic_1b_20230114165816,-29.0,-80.0,2023-01-14
4760,epic_1b_20230114184619,-29.0,-107.0,2023-01-14
4761,epic_1b_20230114203421,-29.0,-134.0,2023-01-14
4756,epic_1b_20230114113408,-29.0,1.0,2023-01-14
4740,epic_1b_20230115044041,-29.0,105.0,2023-01-15
4741,epic_1b_20230115062843,-29.0,78.0,2023-01-15
4738,epic_1b_20230115010436,-29.0,159.0,2023-01-15
4739,epic_1b_20230115025238,-29.0,132.0,2023-01-15
4742,epic_1b_20230115081646,-29.0,51.0,2023-01-15
4743,epic_1b_20230115100448,-29.0,24.0,2023-01-15
4744,epic_1b_20230115115250,-29.0,-3.0,2023-01-15
4745,epic_1b_20230115152856,-29.0,-57.0,2023-01-15
4746,epic_1b_20230115171658,-29.0,-84.0,2023-01-15
4747,epic_1b_20230115190501,-29.0,-111.0,2023-01-15
4748,epic_1b_20230115205303,-29.0,-138.0,2023-01-15
4749,epic_1b_20230115224105,-29.0,-165.0,2023-01-15
4725,epic_1b_20230116005516,-29.0,161.0,2023-01-16
4726,epic_1b_20230116024318,-29.0,134.0,2023-01-16
4727,epic_1b_20230116043121,-29.0,107.0,2023-01-16
4728,epic_1b_20230116061923,-29.0,80.0,2023-01-16
4729,epic_1b_20230116080725,-29.0,53.0,2023-01-16
4730,epic_1b_20230116095528,-29.0,26.0,2023-01-16
4731,epic_1b_20230116114330,-29.0,-0.0,2023-01-16
4732,epic_1b_20230116133133,-29.0,-27.0,2023-01-16
4733,epic_1b_20230116151936,-29.0,-54.0,2023-01-16
4734,epic_1b_20230116170738,-29.0,-81.0,2023-01-16
4735,epic_1b_20230116185541,-29.0,-108.0,2023-01-16
4736,epic_1b_20230116204343,-29.0,-135.0,2023-01-16
4737,epic_1b_20230116223146,-29.0,-162.0,2023-01-16
4713,epic_1b_20230117022436,-29.0,140.0,2023-01-17
4714,epic_1b_20230117041238,-29.0,113.0,2023-01-17
4715,epic_1b_20230117060041,-29.0,86.0,2023-01-17
4716,epic_1b_20230117074843,-29.0,59.0,2023-01-17
4717,epic_1b_20230117093645,-29.0,32.0,2023-01-17
4724,epic_1b_20230117221302,-29.0,-157.0,2023-01-17
4719,epic_1b_20230117131250,-29.0,-22.0,2023-01-17
4720,epic_1b_20230117150052,-29.0,-49.0,2023-01-17
4721,epic_1b_20230117164854,-29.0,-76.0,2023-01-17
4722,epic_1b_20230117183657,-29.0,-103.0,2023-01-17
4723,epic_1b_20230117202459,-29.0,-130.0,2023-01-17
4718,epic_1b_20230117112448,-29.0,5.0,2023-01-17
4704,epic_1b_20230118073001,-29.0,64.0,2023-01-18
4700,epic_1b_20230118001752,-29.0,172.0,2023-01-18
4701,epic_1b_20230118020554,-29.0,145.0,2023-01-18
4702,epic_1b_20230118035357,-29.0,118.0,2023-01-18
4703,epic_1b_20230118054159,-29.0,91.0,2023-01-18
4705,epic_1b_20230118091804,-29.0,37.0,2023-01-18
4707,epic_1b_20230118125408,-29.0,-17.0,2023-01-18
4708,epic_1b_20230118144211,-28.0,-44.0,2023-01-18
4709,epic_1b_20230118163014,-28.0,-71.0,2023-01-18
4710,epic_1b_20230118181816,-28.0,-98.0,2023-01-18
4711,epic_1b_20230118200618,-28.0,-125.0,2023-01-18
4706,epic_1b_20230118110606,-29.0,10.0,2023-01-18
4712,epic_1b_20230118215421,-28.0,-152.0,2023-01-18
4690,epic_1b_20230119000830,-28.0,175.0,2023-01-19
4691,epic_1b_20230119034435,-28.0,121.0,2023-01-19
4692,epic_1b_20230119053237,-28.0,94.0,2023-01-19
4693,epic_1b_20230119072040,-28.0,67.0,2023-01-19
4694,epic_1b_20230119090842,-28.0,40.0,2023-01-19
4695,epic_1b_20230119124447,-28.0,-14.0,2023-01-19
4696,epic_1b_20230119162052,-28.0,-68.0,2023-01-19
4697,epic_1b_20230119180854,-28.0,-95.0,2023-01-19
4698,epic_1b_20230119195656,-28.0,-122.0,2023-01-19
4699,epic_1b_20230119214458,-28.0,-149.0,2023-01-19
4677,epic_1b_20230120002712,-28.0,170.0,2023-01-20
4678,epic_1b_20230120021515,-28.0,143.0,2023-01-20
4679,epic_1b_20230120040318,-28.0,117.0,2023-01-20
4680,epic_1b_20230120055120,-28.0,90.0,2023-01-20
4681,epic_1b_20230120073922,-28.0,63.0,2023-01-20
4682,epic_1b_20230120092725,-28.0,36.0,2023-01-20
4688,epic_1b_20230120201538,-28.0,-126.0,2023-01-20
4684,epic_1b_20230120130329,-28.0,-18.0,2023-01-20
4685,epic_1b_20230120145132,-28.0,-45.0,2023-01-20
4686,epic_1b_20230120163934,-28.0,-72.0,2023-01-20
4687,epic_1b_20230120182736,-28.0,-99.0,2023-01-20
4689,epic_1b_20230120220340,-28.0,-153.0,2023-01-20
4683,epic_1b_20230120111527,-28.0,9.0,2023-01-20
4668,epic_1b_20230121061001,-28.0,85.0,2023-01-21
4669,epic_1b_20230121075803,-28.0,58.0,2023-01-21
4666,epic_1b_20230121023330,-28.0,140.0,2023-01-21
4667,epic_1b_20230121042159,-28.0,112.0,2023-01-21
4670,epic_1b_20230121094605,-28.0,32.0,2023-01-21
4665,epic_1b_20230121004554,-28.0,166.0,2023-01-21
4672,epic_1b_20230121132211,-28.0,-22.0,2023-01-21
4673,epic_1b_20230121151014,-28.0,-49.0,2023-01-21
4674,epic_1b_20230121165816,-28.0,-76.0,2023-01-21
4675,epic_1b_20230121184619,-28.0,-103.0,2023-01-21
4676,epic_1b_20230121203421,-28.0,-130.0,2023-01-21
4671,epic_1b_20230121113408,-28.0,5.0,2023-01-21
4655,epic_1b_20230122010436,-28.0,162.0,2023-01-22
4656,epic_1b_20230122044041,-28.0,108.0,2023-01-22
4657,epic_1b_20230122062844,-28.0,81.0,2023-01-22
4658,epic_1b_20230122081646,-28.0,54.0,2023-01-22
4659,epic_1b_20230122100449,-28.0,27.0,2023-01-22
4660,epic_1b_20230122115251,-28.0,0.0,2023-01-22
4661,epic_1b_20230122134054,-28.0,-27.0,2023-01-22
4662,epic_1b_20230122190501,-28.0,-107.0,2023-01-22
4663,epic_1b_20230122205303,-28.0,-134.0,2023-01-22
4664,epic_1b_20230122224106,-27.0,-161.0,2023-01-22
4642,epic_1b_20230123005515,-27.0,165.0,2023-01-23
4643,epic_1b_20230123024318,-27.0,138.0,2023-01-23
4644,epic_1b_20230123043120,-27.0,111.0,2023-01-23
4645,epic_1b_20230123061922,-27.0,84.0,2023-01-23
4646,epic_1b_20230123080725,-27.0,57.0,2023-01-23
4647,epic_1b_20230123095527,-27.0,30.0,2023-01-23
4654,epic_1b_20230123223145,-27.0,-158.0,2023-01-23
4649,epic_1b_20230123133133,-27.0,-24.0,2023-01-23
4650,epic_1b_20230123151936,-27.0,-51.0,2023-01-23
4651,epic_1b_20230123170738,-27.0,-78.0,2023-01-23
4652,epic_1b_20230123185540,-27.0,-105.0,2023-01-23
4653,epic_1b_20230123204343,-27.0,-132.0,2023-01-23
4648,epic_1b_20230123114330,-27.0,3.0,2023-01-23
4631,epic_1b_20230124041237,-27.0,116.0,2023-01-24
4632,epic_1b_20230124060039,-27.0,89.0,2023-01-24
4633,epic_1b_20230124074842,-27.0,62.0,2023-01-24
4634,epic_1b_20230124093644,-27.0,35.0,2023-01-24
4635,epic_1b_20230124112447,-27.0,9.0,2023-01-24
4636,epic_1b_20230124131249,-27.0,-18.0,2023-01-24
4639,epic_1b_20230124183657,-27.0,-99.0,2023-01-24
4640,epic_1b_20230124202459,-27.0,-126.0,2023-01-24
4641,epic_1b_20230124221301,-27.0,-153.0,2023-01-24
4637,epic_1b_20230124150052,-27.0,-45.0,2023-01-24
4638,epic_1b_20230124164854,-27.0,-72.0,2023-01-24
4620,epic_1b_20230125035356,-27.0,122.0,2023-01-25
4621,epic_1b_20230125054159,-27.0,95.0,2023-01-25
4622,epic_1b_20230125073001,-27.0,68.0,2023-01-25
4618,epic_1b_20230125001751,-27.0,176.0,2023-01-25
4619,epic_1b_20230125020553,-27.0,149.0,2023-01-25
4623,epic_1b_20230125091803,-27.0,41.0,2023-01-25
4628,epic_1b_20230125181817,-27.0,-94.0,2023-01-25
4625,epic_1b_20230125125409,-27.0,-13.0,2023-01-25
4626,epic_1b_20230125144211,-27.0,-40.0,2023-01-25
4627,epic_1b_20230125163014,-27.0,-67.0,2023-01-25
4629,epic_1b_20230125200619,-26.0,-121.0,2023-01-25
4630,epic_1b_20230125215422,-26.0,-148.0,2023-01-25
4624,epic_1b_20230125110605,-27.0,14.0,2023-01-25
4606,epic_1b_20230126000830,-26.0,179.0,2023-01-26
4607,epic_1b_20230126015633,-26.0,151.0,2023-01-26
4608,epic_1b_20230126034436,-26.0,124.0,2023-01-26
4609,epic_1b_20230126053238,-26.0,98.0,2023-01-26
4610,epic_1b_20230126072040,-26.0,71.0,2023-01-26
4611,epic_1b_20230126090843,-26.0,44.0,2023-01-26
4612,epic_1b_20230126105645,-26.0,17.0,2023-01-26
4613,epic_1b_20230126124448,-26.0,-10.0,2023-01-26
4614,epic_1b_20230126162054,-26.0,-64.0,2023-01-26
4615,epic_1b_20230126180856,-26.0,-91.0,2023-01-26
4616,epic_1b_20230126195659,-26.0,-118.0,2023-01-26
4617,epic_1b_20230126214501,-26.0,-145.0,2023-01-26
4593,epic_1b_20230127002712,-26.0,174.0,2023-01-27
4594,epic_1b_20230127021515,-26.0,147.0,2023-01-27
4595,epic_1b_20230127040317,-26.0,120.0,2023-01-27
4596,epic_1b_20230127055120,-26.0,93.0,2023-01-27
4597,epic_1b_20230127073922,-26.0,66.0,2023-01-27
4598,epic_1b_20230127092724,-26.0,39.0,2023-01-27
4605,epic_1b_20230127220342,-26.0,-149.0,2023-01-27
4600,epic_1b_20230127130329,-26.0,-15.0,2023-01-27
4601,epic_1b_20230127145132,-26.0,-42.0,2023-01-27
4602,epic_1b_20230127163935,-26.0,-68.0,2023-01-27
4603,epic_1b_20230127182737,-26.0,-95.0,2023-01-27
4604,epic_1b_20230127201540,-26.0,-122.0,2023-01-27
4599,epic_1b_20230127111527,-26.0,12.0,2023-01-27
4583,epic_1b_20230128061001,-26.0,89.0,2023-01-28
4580,epic_1b_20230128004554,-26.0,170.0,2023-01-28
4581,epic_1b_20230128023357,-26.0,143.0,2023-01-28
4582,epic_1b_20230128042159,-26.0,116.0,2023-01-28
4584,epic_1b_20230128075804,-26.0,62.0,2023-01-28
4585,epic_1b_20230128094606,-26.0,35.0,2023-01-28
4586,epic_1b_20230128113408,-25.0,8.0,2023-01-28
4591,epic_1b_20230128203421,-25.0,-127.0,2023-01-28
4590,epic_1b_20230128184619,-25.0,-100.0,2023-01-28
4592,epic_1b_20230128222223,-25.0,-154.0,2023-01-28
4588,epic_1b_20230128151013,-25.0,-46.0,2023-01-28
4587,epic_1b_20230128132211,-25.0,-19.0,2023-01-28
4589,epic_1b_20230128165816,-25.0,-73.0,2023-01-28
4567,epic_1b_20230129010436,-25.0,166.0,2023-01-29
4568,epic_1b_20230129025239,-25.0,139.0,2023-01-29
4569,epic_1b_20230129044041,-25.0,112.0,2023-01-29
4570,epic_1b_20230129062844,-25.0,85.0,2023-01-29
4572,epic_1b_20230129100448,-25.0,31.0,2023-01-29
4571,epic_1b_20230129081646,-25.0,58.0,2023-01-29
4574,epic_1b_20230129134054,-25.0,-23.0,2023-01-29
4575,epic_1b_20230129152856,-25.0,-50.0,2023-01-29
4576,epic_1b_20230129171659,-25.0,-77.0,2023-01-29
4577,epic_1b_20230129190501,-25.0,-104.0,2023-01-29
4578,epic_1b_20230129205303,-25.0,-131.0,2023-01-29
4579,epic_1b_20230129224106,-25.0,-158.0,2023-01-29
4573,epic_1b_20230129115251,-25.0,4.0,2023-01-29
4558,epic_1b_20230130080726,-25.0,61.0,2023-01-30
4554,epic_1b_20230130005516,-25.0,169.0,2023-01-30
4555,epic_1b_20230130024318,-25.0,142.0,2023-01-30
4556,epic_1b_20230130043121,-25.0,115.0,2023-01-30
4557,epic_1b_20230130061924,-25.0,88.0,2023-01-30
4559,epic_1b_20230130095528,-25.0,34.0,2023-01-30
4564,epic_1b_20230130185543,-24.0,-101.0,2023-01-30
4561,epic_1b_20230130133134,-25.0,-20.0,2023-01-30
4562,epic_1b_20230130151937,-25.0,-47.0,2023-01-30
4563,epic_1b_20230130170741,-24.0,-74.0,2023-01-30
4565,epic_1b_20230130204346,-24.0,-128.0,2023-01-30
4560,epic_1b_20230130114330,-25.0,7.0,2023-01-30
4566,epic_1b_20230130223148,-24.0,-155.0,2023-01-30
4546,epic_1b_20230131093646,-24.0,39.0,2023-01-31
4541,epic_1b_20230131003633,-24.0,174.0,2023-01-31
4542,epic_1b_20230131022436,-24.0,147.0,2023-01-31
4543,epic_1b_20230131041239,-24.0,120.0,2023-01-31
4544,epic_1b_20230131060042,-24.0,93.0,2023-01-31
4545,epic_1b_20230131074844,-24.0,66.0,2023-01-31
4547,epic_1b_20230131112449,-24.0,12.0,2023-01-31
4549,epic_1b_20230131150054,-24.0,-42.0,2023-01-31
4550,epic_1b_20230131164856,-24.0,-69.0,2023-01-31
4551,epic_1b_20230131183658,-24.0,-96.0,2023-01-31
4552,epic_1b_20230131202501,-24.0,-123.0,2023-01-31
4553,epic_1b_20230131221304,-24.0,-150.0,2023-01-31
4548,epic_1b_20230131131251,-24.0,-15.0,2023-01-31
4528,epic_1b_20230201001752,-24.0,179.0,2023-02-01
4529,epic_1b_20230201020554,-24.0,152.0,2023-02-01
4530,epic_1b_20230201035357,-24.0,125.0,2023-02-01
4531,epic_1b_20230201054159,-24.0,98.0,2023-02-01
4532,epic_1b_20230201073001,-24.0,71.0,2023-02-01
4533,epic_1b_20230201091803,-24.0,44.0,2023-02-01
4535,epic_1b_20230201125408,-24.0,-10.0,2023-02-01
4536,epic_1b_20230201144211,-24.0,-37.0,2023-02-01
4537,epic_1b_20230201163013,-24.0,-64.0,2023-02-01
4538,epic_1b_20230201181815,-23.0,-91.0,2023-02-01
4539,epic_1b_20230201200618,-23.0,-118.0,2023-02-01
4540,epic_1b_20230201215420,-23.0,-145.0,2023-02-01
4534,epic_1b_20230201110606,-24.0,17.0,2023-02-01
